"","LATITUDE","LONGITUDE","POPULATION","gdd","precip","TRACT"
"13128",41.992663,-72.509453,2246,3633,NA,"480900"
"13129",41.959353,-72.533752,3644,3633,NA,"481000"
"13130",41.968844,-72.566523,3855,3633,NA,"481100"
"13131",41.960949,-72.587351,3769,3633,NA,"481200"
"13132",41.94493,-72.575516,3032,3633,NA,"481300"
"13133",41.912059,-72.597294,5527,3633,NA,"484100"
"13134",41.908186,-72.542175,5635,3633,NA,"484200"
"13135",41.853829,-72.55304,6781,3633,NA,"487100"
"13136",41.827266,-72.525682,4567,3702,4360,"487201"
"13137",41.846281,-72.511498,3659,3702,4360,"487202"
"13138",41.828776,-72.616364,1595,3702,4360,"487300"
"13139",41.825126,-72.58944,2317,3702,4360,"487400"
"13140",41.814333,-72.572776,6790,3702,4360,"487500"
"13141",41.663216,-72.641291,5316,3702,4360,"490100"
"13142",41.649578,-72.691579,8249,3702,4360,"490302"
"13143",41.709325,-72.656135,3319,3702,4360,"492100"
"13144",41.704519,-72.666788,4163,3702,4360,"492200"
"13145",41.719166,-72.68249,5815,3702,4360,"492300"
"13146",41.706338,-72.689722,2967,3702,4360,"492400"
"13147",41.695789,-72.685172,3433,3702,4360,"492500"
"13148",41.681587,-72.677055,6971,3702,4360,"492600"
"13149",41.677771,-72.714659,6048,3702,4360,"494100"
"13150",41.663129,-72.740197,4822,3702,4360,"494201"
"13151",41.659109,-72.713156,2815,3702,4360,"494202"
"13152",41.681723,-72.742987,4140,3702,4360,"494300"
"13153",41.695646,-72.721268,4758,3702,4360,"494400"
"13154",41.712178,-72.72519,4497,3702,4360,"494500"
"13155",41.71037,-72.747872,3482,3702,4360,"494600"
"13156",41.729267,-72.722857,2691,3702,4360,"496100"
"13157",41.725885,-72.744259,4592,3702,4360,"496200"
"13158",41.741924,-72.739238,3565,3702,4360,"496300"
"13159",41.741015,-72.752241,2954,3702,4360,"496400"
"13160",41.754696,-72.752409,2700,3702,4360,"496500"
"13161",41.743495,-72.768374,2741,3702,4360,"496600"
"13162",41.753918,-72.724105,3979,3702,4360,"496700"
"13163",41.745754,-72.723778,3523,3702,4360,"496800"
"13164",41.759965,-72.727186,6332,3702,4360,"496900"
"13165",41.773893,-72.733056,4342,3702,4360,"497000"
"13166",41.76693,-72.729978,4070,3702,4360,"497100"
"13167",41.783083,-72.726874,2415,3702,4360,"497200"
"13168",41.79669,-72.732223,5207,3702,4360,"497300"
"13169",41.776964,-72.753474,3834,3702,4360,"497400"
"13170",41.792435,-72.753465,3841,3702,4360,"497500"
"13171",41.763275,-72.751001,2342,3702,4360,"497600"
"13172",41.776747,-72.772829,4140,3702,4360,"497700"
"13173",41.745525,-72.678061,4099,3702,4360,"500100"
"13174",41.749949,-72.677111,2335,3702,4360,"500200"
"13175",41.756166,-72.678445,2343,3702,4360,"500300"
"13176",41.755124,-72.668599,1687,3702,4360,"500400"
"13177",41.758795,-72.673118,1477,3702,4360,"500500"
"13178",41.789978,-72.663577,1095,3702,4360,"500700"
"13179",41.780287,-72.674067,2124,3702,4360,"500900"
"13180",41.790632,-72.679744,2369,3702,4360,"501200"
"13181",41.787595,-72.675795,1735,3702,4360,"501300"
"13182",41.781893,-72.690046,2641,3702,4360,"501400"
"13183",41.788477,-72.685379,3550,3702,4360,"501500"
"13184",41.775463,-72.682663,1318,3702,4360,"501700"
"13185",41.778947,-72.681774,2863,3702,4360,"501800"
"13186",41.765533,-72.676318,1852,3702,4360,"502100"
"13187",41.733776,-72.681574,5998,3702,4360,"502300"
"13188",41.739095,-72.676121,6055,3702,4360,"502400"
"13189",41.73484,-72.670859,1828,3702,4360,"502500"
"13190",41.739805,-72.688839,3838,3702,4360,"502600"
"13191",41.747924,-72.687249,5240,3702,4360,"502700"
"13192",41.755955,-72.687076,3283,3702,4360,"502800"
"13193",41.757993,-72.693942,2938,3702,4360,"502900"
"13194",41.760947,-72.687338,3255,3702,4360,"503000"
"13195",41.768053,-72.698584,4478,3702,4360,"503100"
"13196",41.771663,-72.693139,2390,3702,4360,"503300"
"13197",41.778288,-72.691181,1622,3702,4360,"503500"
"13198",41.783064,-72.69926,2651,3702,4360,"503700"
"13199",41.799551,-72.713343,3508,3702,4360,"503800"
"13200",41.800991,-72.699831,5203,3702,4360,"503900"
"13201",41.792915,-72.698162,3413,3702,4360,"504000"
"13202",41.759005,-72.706377,1855,3702,4360,"504100"
"13203",41.765565,-72.70721,5123,3702,4360,"504200"
"13204",41.754569,-72.710579,2946,3702,4360,"504300"
"13205",41.741882,-72.698584,3701,3702,4360,"504500"
"13206",41.732458,-72.697939,4560,3702,4360,"504800"
"13207",41.749112,-72.699133,4548,3702,4360,"504900"
"13208",41.786343,-72.635239,2232,3702,4360,"510100"
"13209",41.769563,-72.647544,2502,3702,4360,"510200"
"13210",41.784586,-72.624001,4310,3702,4360,"510300"
"13211",41.775172,-72.625683,5659,3702,4360,"510400"
"13212",41.763827,-72.609964,3458,3702,4360,"510500"
"13213",41.756557,-72.637142,5007,3702,4360,"510600"
"13214",41.739689,-72.618973,4961,3702,4360,"510700"
"13215",41.732962,-72.631215,3143,3702,4360,"510800"
"13216",41.736132,-72.588641,3680,3702,4360,"510900"
"13217",41.748123,-72.589584,3415,3702,4360,"511000"
"13218",41.761492,-72.591347,3592,3702,4360,"511100"
"13219",41.777255,-72.591003,3363,3702,4360,"511200"
"13220",41.782889,-72.597377,3509,3702,4360,"511300"
"13221",41.793175,-72.604179,2421,3702,4360,"511400"
"13222",41.802226,-72.492852,3659,3702,4360,"514101"
"13223",41.804297,-72.534688,7398,3702,4360,"514102"
"13224",41.796743,-72.531226,3076,3702,4360,"514200"
"13225",41.785962,-72.513668,4291,3702,4360,"514300"
"13226",41.783619,-72.526691,4768,3702,4360,"514400"
"13227",41.779594,-72.5456,4364,3702,4360,"514500"
"13228",41.769201,-72.541744,5261,3702,4360,"514600"
"13229",41.769763,-72.523142,4298,3702,4360,"514700"
"13230",41.770337,-72.511518,3485,3702,4360,"514800"
"13231",41.789287,-72.497058,2881,3702,4360,"514900"
"13232",41.776092,-72.495792,2923,3702,4360,"515000"
"13233",41.759612,-72.537667,2555,3702,4360,"515101"
"13234",41.758331,-72.557161,5866,3702,4360,"515102"
"13235",41.756457,-72.497051,3416,3702,4360,"515200"
"13236",41.723104,-72.552029,5830,3702,4360,"520100"
"13237",41.714708,-72.499737,3739,3702,4360,"520201"
"13238",41.675683,-72.530756,4280,3702,4360,"520202"
"13239",41.722122,-72.590332,4578,3702,4360,"520301"
"13240",41.712117,-72.602449,3877,3702,4360,"520302"
"13241",41.690222,-72.583581,7718,3702,4360,"520400"
"13242",41.661053,-72.593737,4405,3702,4360,"520501"
"13243",41.639758,-72.459692,6404,3702,4360,"524100"
"13244",41.661174,-72.659078,6144,3702,4360,"524200"
"13245",42.019656,-72.528298,7291,3633,NA,"524300"
"13246",41.795219,-72.669839,3057,3702,4360,"524400"
"13247",41.761066,-72.712846,2704,3702,4360,"524501"
"13248",41.774932,-72.708793,2158,3702,4360,"524502"
"13249",41.773033,-72.690707,3311,3702,4360,"524600"
"13250",41.731968,-72.709694,3624,3702,4360,"524700"
"13251",41.529519,-73.361391,1727,3722,5283,"250100"
"13252",41.594318,-73.410528,3511,3448,4771,"253100"
"13253",41.581416,-73.38523,7429,3448,4771,"253200"
"13254",41.554381,-73.428907,2215,3448,4771,"253300"
"13255",41.552509,-73.441366,6308,3448,4771,"253400"
"13256",41.633283,-73.417676,6114,3448,4771,"253500"
"13257",41.572802,-73.417238,2565,3448,4771,"253600"
"13258",42.024521,-73.314269,3315,3021,NA,"260200"
"13259",41.974629,-73.425629,3741,3021,NA,"261100"
"13260",41.869479,-73.453081,2782,3021,NA,"262100"
"13261",41.843927,-73.339874,1420,3021,NA,"263200"
"13262",41.73867,-73.355394,1461,2750,5185,"265100"
"13263",41.72208,-73.458845,2979,3448,4771,"266100"
"13264",41.657049,-73.322554,3578,2750,5185,"267100"
"13265",41.548924,-73.296656,2262,2750,5185,"268100"
"13266",41.925113,-72.978835,3799,3064,5368,"290100"
"13267",41.992586,-73.092415,1485,2705,5312,"293100"
"13268",41.828437,-73.244487,2976,2750,5185,"296100"
"13269",41.783175,-73.083288,2767,3064,5368,"298300"
"13270",41.754724,-73.053739,2875,3064,5368,"298400"
"13271",41.73792,-73.245841,2716,2750,5185,"300100"
"13272",41.764105,-73.181332,2074,2750,5185,"300400"
"13273",41.725562,-73.145553,3676,3204,5171,"300500"
"13274",41.687811,-73.210891,2388,3204,5171,"303100"
"13275",41.850839,-73.009594,6970,3064,5368,"306100"
"13276",41.815773,-73.113337,4406,3064,5368,"310100"
"13277",41.808735,-73.128151,2929,3064,5368,"310200"
"13278",41.800882,-73.118103,1817,3064,5368,"310300"
"13279",41.800996,-73.103652,2644,3064,5368,"310400"
"13280",41.812525,-73.099996,1806,3064,5368,"310500"
"13281",41.851124,-73.076136,3740,3064,5368,"310601"
"13282",41.813339,-73.08366,4605,3064,5368,"310602"
"13283",41.840659,-73.127416,4279,3064,5368,"310700"
"13284",41.790793,-73.11953,2414,3064,5368,"310801"
"13285",41.79778,-73.136669,4826,3064,5368,"310803"
"13286",41.807446,-73.150784,2917,3064,5368,"310804"
"13287",41.930791,-73.062688,6345,3064,5368,"320100"
"13288",41.911777,-73.091733,4897,3064,5368,"320200"
"13289",41.638599,-73.206827,3607,3204,5171,"342100"
"13290",41.669066,-73.092712,5045,3204,5171,"349100"
"13291",41.679792,-73.072287,2842,3204,5171,"349200"
"13292",41.607467,-73.113756,5357,3204,5171,"360100"
"13293",41.607521,-73.130045,7765,3204,5171,"360200"
"13294",41.59574,-73.078574,3396,3204,5171,"360300"
"13295",41.5885,-73.093039,5996,3204,5171,"360400"
"13296",41.530656,-73.205158,4159,3204,5171,"362101"
"13297",41.569757,-73.208972,5816,3204,5171,"362102"
"13298",41.687814,-73.026668,4107,3204,5171,"425300"
"13299",41.655619,-73.022154,4818,3204,5171,"425400"
"13300",41.677419,-73.000386,3318,3204,5171,"425500"
"13301",41.97206,-73.257683,2943,2705,5312,"425600"
"13302",41.565468,-72.657784,2579,3680,5116,"541100"
"13303",41.576882,-72.67879,5190,3680,5116,"541200"
"13304",41.591993,-72.703267,6207,3680,5116,"541300"
"13305",41.57252,-72.722539,3339,3680,5116,"541401"
"13306",41.56026,-72.684961,5479,3680,5116,"541402"
"13307",41.554816,-72.656741,3227,3680,5116,"541500"
"13308",41.562949,-72.65147,1540,3680,5116,"541600"
"13309",41.553334,-72.644537,3740,3680,5116,"541700"
"13310",41.540113,-72.641427,4439,3680,5116,"542000"
"13311",41.541933,-72.665426,3544,3680,5116,"542100"
"13312",41.522851,-72.673751,1638,3680,5116,"542200"
"13313",41.595973,-72.513612,5829,3680,5116,"550100"
"13314",41.563999,-72.480995,3954,3680,5116,"550201"
"13315",41.556387,-72.521949,3176,3680,5116,"550202"
"13316",41.593317,-72.596343,5816,3680,5116,"560100"
"13317",41.578982,-72.632874,3692,3680,5116,"560200"
"13318",41.610803,-72.686963,4675,3680,5116,"570100"
"13319",41.618334,-72.664143,3388,3680,5116,"570200"
"13320",41.607694,-72.650705,5942,3680,5116,"570300"
"13321",41.522026,-72.710929,4425,3680,5116,"580100"
"13322",41.463597,-72.687284,7388,3680,5116,"585100"
"13323",41.466768,-72.551465,8346,3680,5116,"590100"
"13324",41.469676,-72.381234,3697,3561,5481,"595101"
"13325",41.499097,-72.431302,5429,3680,5116,"595102"
"13326",41.404833,-72.46676,3994,3680,5116,"600100"
"13327",41.277561,-72.533625,2149,3536,4730,"610100"
"13328",41.276199,-72.510532,3513,3536,4730,"610200"
"13329",41.307648,-72.521529,4212,3536,4730,"610300"
"13330",41.304109,-72.552241,3386,3536,4730,"610400"
"13331",41.375192,-72.449165,4629,3680,5116,"620100"
"13332",41.347764,-72.420116,6683,3536,4730,"630100"
"13333",41.369933,-72.57055,6525,3680,5116,"640100"
"13334",41.305404,-72.396414,4848,3536,4730,"670100"
"13335",41.281833,-72.375693,5394,3536,4730,"670200"
"13336",41.294631,-72.456648,6938,3536,4730,"680100"
"13337",41.527927,-72.62986,6726,3680,5116,"680200"
"13338",41.317865,-73.064768,6721,3729,5231,"120100"
"13339",41.329092,-73.094935,6181,3729,5231,"120200"
"13340",41.332896,-73.05744,4503,3729,5231,"125100"
"13341",41.344528,-73.069969,5812,3729,5231,"125200"
"13342",41.344105,-73.088633,5540,3729,5231,"125300"
"13343",41.355516,-73.079287,3394,3729,5231,"125400"
"13344",41.401535,-73.059298,4911,3729,5231,"130101"
"13345",41.375634,-73.073914,3113,3729,5231,"130102"
"13346",41.380183,-73.100849,8516,3729,5231,"130200"
"13347",41.305763,-72.925347,2426,3729,5231,"140100"
"13348",41.298867,-72.927667,1518,3729,5231,"140200"
"13349",41.296751,-72.932672,2737,3729,5231,"140300"
"13350",41.287763,-72.932594,3329,3729,5231,"140400"
"13351",41.293585,-72.938882,3687,3729,5231,"140500"
"13352",41.301655,-72.941012,4745,3729,5231,"140600"
"13353",41.311593,-72.938507,3979,3729,5231,"140700"
"13354",41.308636,-72.947138,3964,3729,5231,"140800"
"13355",41.316131,-72.94914,4476,3729,5231,"140900"
"13356",41.321336,-72.964195,3729,3729,5231,"141000"
"13357",41.324084,-72.978288,2777,3729,5231,"141100"
"13358",41.332461,-72.97352,4426,3729,5231,"141200"
"13359",41.332171,-72.955755,5913,3729,5231,"141300"
"13360",41.322757,-72.946311,5023,3729,5231,"141400"
"13361",41.330186,-72.932401,6873,3729,5231,"141500"
"13362",41.318264,-72.934397,5169,3729,5231,"141600"
"13363",41.327255,-72.92182,3892,3729,5231,"141800"
"13364",41.321699,-72.912393,5063,3729,5231,"141900"
"13365",41.314725,-72.916301,3396,3729,5231,"142000"
"13366",41.310785,-72.912647,1744,3729,5231,"142100"
"13367",41.304252,-72.917509,1581,3729,5231,"142200"
"13368",41.306451,-72.897161,5448,3729,5231,"142300"
"13369",41.313163,-72.90015,5360,3729,5231,"142400"
"13370",41.315217,-72.892827,5929,3729,5231,"142500"
"13371",41.327193,-72.871965,5926,3729,5231,"142601"
"13372",41.314833,-72.873113,3960,3729,5231,"142603"
"13373",41.304279,-72.883148,2914,3729,5231,"142604"
"13374",41.291328,-72.892251,6654,3729,5231,"142700"
"13375",41.267262,-72.89401,4841,3729,5231,"142800"
"13376",41.221778,-73.061445,4123,3726,4274,"150100"
"13377",41.21083,-73.067018,3622,3726,4274,"150200"
"13378",41.20383,-73.089748,3953,3726,4274,"150300"
"13379",41.194179,-73.086239,4284,3726,4274,"150400"
"13380",41.193577,-73.102036,4308,3726,4274,"150500"
"13381",41.225611,-73.090382,6407,3726,4274,"150600"
"13382",41.248925,-73.063657,4361,3726,4274,"150700"
"13383",41.244836,-73.03337,3950,3726,4274,"150800"
"13384",41.21778,-73.040126,3958,3726,4274,"150900"
"13385",41.21023,-73.021106,4126,3726,4274,"151000"
"13386",41.224641,-73.009312,6579,3726,4274,"151100"
"13387",41.23648,-72.999613,3088,3726,4274,"151200"
"13388",41.295465,-72.971118,8070,3729,5231,"154100"
"13389",41.275667,-72.976399,7176,3729,5231,"154200"
"13390",41.278004,-72.947018,4813,3729,5231,"154500"
"13391",41.272547,-72.959981,4029,3729,5231,"154600"
"13392",41.245807,-72.982081,6384,3726,4274,"154700"
"13393",41.249826,-72.970091,5135,3726,4274,"154800"
"13394",41.26455,-72.953349,3670,3729,5231,"154900"
"13395",41.269605,-72.941862,5290,3729,5231,"155000"
"13396",41.260703,-72.944082,3390,3729,5231,"155100"
"13397",41.268355,-73.007499,2603,3726,4274,"157100"
"13398",41.266246,-73.036124,3837,3726,4274,"157200"
"13399",41.293707,-73.054673,3310,3726,4274,"157300"
"13400",41.293882,-73.009063,4206,3729,5231,"157400"
"13401",41.334141,-73.020609,3443,3729,5231,"160100"
"13402",41.363843,-73.00825,5547,3729,5231,"160200"
"13403",41.424544,-73.002033,5563,3729,5231,"161100"
"13404",41.344782,-72.897461,3928,3729,5231,"165100"
"13405",41.354164,-72.90492,2485,3729,5231,"165200"
"13406",41.362612,-72.913341,2289,3729,5231,"165300"
"13407",41.344796,-72.918686,5112,3729,5231,"165400"
"13408",41.340351,-72.935637,4959,3729,5231,"165500"
"13409",41.354753,-72.933612,5569,3729,5231,"165600"
"13410",41.346459,-72.94832,4588,3729,5231,"165700"
"13411",41.373847,-72.925126,5434,3729,5231,"165801"
"13412",41.366534,-72.947876,4086,3729,5231,"165802"
"13413",41.415839,-72.92748,7897,3729,5231,"165900"
"13414",41.389946,-72.907505,6887,3729,5231,"166001"
"13415",41.411894,-72.895638,7726,3729,5231,"166002"
"13416",41.388997,-72.884561,7743,3729,5231,"167100"
"13417",41.380553,-72.855515,4176,3729,5231,"167201"
"13418",41.40239,-72.841042,4485,3729,5231,"167202"
"13419",41.361949,-72.843608,7689,3729,5231,"167300"
"13420",41.539215,-72.795859,2022,3544,NA,"170100"
"13421",41.540357,-72.804043,2505,3544,NA,"170200"
"13422",41.542705,-72.810758,2147,3544,NA,"170300"
"13423",41.544949,-72.821871,1747,3544,NA,"170400"
"13424",41.528928,-72.841905,5781,3544,NA,"170500"
"13425",41.531735,-72.826575,2518,3544,NA,"170600"
"13426",41.533704,-72.814966,2598,3544,NA,"170700"
"13427",41.523519,-72.810577,5741,3544,NA,"170800"
"13428",41.533113,-72.809895,2006,3544,NA,"170900"
"13429",41.53407,-72.798411,1869,3544,NA,"171000"
"13430",41.521045,-72.795274,5784,3544,NA,"171100"
"13431",41.516642,-72.771779,8018,3544,NA,"171200"
"13432",41.535535,-72.779307,3694,3544,NA,"171300"
"13433",41.537001,-72.789349,2128,3544,NA,"171400"
"13434",41.548358,-72.788332,3656,3544,NA,"171500"
"13435",41.558889,-72.788914,4808,3680,5116,"171600"
"13436",41.546711,-72.767012,3846,3680,5116,"171700"
"13437",41.46055,-72.817157,3244,3544,NA,"175100"
"13438",41.452292,-72.823695,2315,3544,NA,"175200"
"13439",41.439723,-72.82324,4327,3729,5231,"175300"
"13440",41.469835,-72.822216,4431,3544,NA,"175400"
"13441",41.458432,-72.850972,7905,3544,NA,"175500"
"13442",41.483467,-72.841376,5009,3544,NA,"175600"
"13443",41.497881,-72.832326,2496,3544,NA,"175700"
"13444",41.472075,-72.790805,4014,3544,NA,"175800"
"13445",41.446274,-72.804294,5043,3544,NA,"175900"
"13446",41.439991,-72.786604,6351,3544,NA,"176000"
"13447",41.253595,-72.871597,6811,3729,5231,"180100"
"13448",41.276894,-72.880032,5545,3729,5231,"180200"
"13449",41.274728,-72.86961,2546,3729,5231,"180300"
"13450",41.295836,-72.87004,2690,3729,5231,"180400"
"13451",41.318672,-72.858701,4692,3729,5231,"180500"
"13452",41.315053,-72.842141,3151,3729,5231,"180601"
"13453",41.333362,-72.8418,3822,3729,5231,"180602"
"13454",41.280909,-72.813308,5083,3729,5231,"184100"
"13455",41.276225,-72.841843,4065,3729,5231,"184200"
"13456",41.263566,-72.838054,4279,3729,5231,"184300"
"13457",41.263927,-72.803748,3327,3729,5231,"184400"
"13458",41.283224,-72.787042,2512,3729,5231,"184500"
"13459",41.276051,-72.759655,2852,3729,5231,"184600"
"13460",41.302218,-72.80931,5908,3729,5231,"184700"
"13461",41.328132,-72.773657,7309,3729,5231,"186100"
"13462",41.392727,-72.782887,7098,3729,5231,"186200"
"13463",41.28336,-72.673234,3340,3729,5231,"190100"
"13464",41.270978,-72.705236,3362,3729,5231,"190200"
"13465",41.321683,-72.678189,6791,3729,5231,"190301"
"13466",41.320389,-72.719854,5448,3729,5231,"190302"
"13467",41.380169,-72.711282,3434,3729,5231,"190303"
"13468",41.277122,-72.595363,5154,3536,4730,"194100"
"13469",41.332391,-72.638903,7837,3729,5231,"194201"
"13470",41.328607,-72.607544,5278,3680,5116,"194202"
"13471",41.439595,-73.054303,6049,3729,5231,"341100"
"13472",41.52848,-72.887472,5810,3544,NA,"343101"
"13473",41.51333,-72.888403,3653,3544,NA,"343102"
"13474",41.529599,-72.928245,6249,3544,NA,"343200"
"13475",41.483274,-72.896032,6809,3544,NA,"343300"
"13476",41.483658,-72.920781,6740,3544,NA,"343400"
"13477",41.537852,-73.104088,4856,3204,5171,"344100"
"13478",41.515611,-73.13725,2719,3204,5171,"344200"
"13479",41.504667,-73.041016,6979,3729,5231,"345100"
"13480",41.484484,-73.037096,7065,3729,5231,"345201"
"13481",41.477518,-73.012935,4229,3729,5231,"345202"
"13482",41.48594,-73.064665,6455,3729,5231,"345300"
"13483",41.501274,-73.072073,7134,3729,5231,"345400"
"13484",41.418724,-73.115083,6674,3729,5231,"346101"
"13485",41.430111,-73.151596,6009,3729,5231,"346102"
"13486",41.504088,-72.966163,5527,3544,NA,"347100"
"13487",41.502249,-72.996941,3878,3729,5231,"347200"
"13488",41.478284,-73.272623,2902,3722,5283,"348111"
"13489",41.491244,-73.184836,4349,3204,5171,"348122"
"13490",41.449834,-73.205119,5739,3722,5283,"348123"
"13491",41.481701,-73.226609,2330,3722,5283,"348124"
"13492",41.489627,-73.236129,4584,3722,5283,"348125"
"13493",41.55795,-73.040944,4852,3204,5171,"350100"
"13494",41.565007,-73.034336,3355,3204,5171,"350200"
"13495",41.561982,-73.027015,1969,3204,5171,"350300"
"13496",41.557326,-73.029389,2487,3204,5171,"350400"
"13497",41.547202,-73.034798,2498,3204,5171,"350500"
"13498",41.565402,-73.047056,5998,3204,5171,"350800"
"13499",41.575381,-73.045291,1987,3204,5171,"350900"
"13500",41.575083,-73.034272,3678,3204,5171,"351000"
"13501",41.571321,-73.014937,3928,3204,5171,"351100"
"13502",41.556215,-73.021385,3862,3204,5171,"351200"
"13503",41.550557,-73.011655,5535,3544,NA,"351300"
"13504",41.540384,-73.030023,4352,3204,5171,"351400"
"13505",41.529032,-73.032923,4915,3544,NA,"351500"
"13506",41.539743,-73.050588,3281,3204,5171,"351601"
"13507",41.533582,-73.057517,6221,3204,5171,"351602"
"13508",41.54417,-73.048386,2717,3204,5171,"351700"
"13509",41.552492,-73.069287,4252,3204,5171,"351800"
"13510",41.531635,-73.069448,2456,3204,5171,"351900"
"13511",41.566884,-73.07279,4920,3204,5171,"352000"
"13512",41.578702,-73.078708,4253,3204,5171,"352100"
"13513",41.584022,-73.063739,2689,3204,5171,"352200"
"13514",41.583802,-73.047465,2815,3204,5171,"352300"
"13515",41.600216,-73.030486,3437,3204,5171,"352400"
"13516",41.588353,-73.029824,2731,3204,5171,"352500"
"13517",41.55904,-72.995028,5395,3544,NA,"352600"
"13518",41.548347,-72.976033,3386,3544,NA,"352701"
"13519",41.549105,-72.99032,5852,3544,NA,"352702"
"13520",41.534666,-72.994615,6545,3544,NA,"352800"
"13521",41.573518,-72.969298,6503,3544,NA,"361100"
"13522",41.602593,-73.001689,5524,3204,5171,"361200"
"13523",41.622375,-72.973767,4653,3204,5171,"361300"
"13524",41.308958,-72.932171,4933,3729,5231,"361401"
"13525",41.312046,-72.92709,3367,3729,5231,"361402"
"13526",41.287373,-72.961587,7607,3729,5231,"361500"
"13527",41.393126,-72.344478,2406,3214,NA,"650100"
"13528",41.331649,-72.317575,3356,3214,NA,"660101"
"13529",41.307235,-72.280037,4247,3214,NA,"660102"
"13530",41.357963,-72.114869,6280,3613,NA,"690300"
"13531",41.354413,-72.107613,2055,3214,NA,"690400"
"13532",41.354417,-72.100713,2827,3613,NA,"690500"
"13533",41.344588,-72.102928,1295,3214,NA,"690700"
"13534",41.340788,-72.107122,3345,3214,NA,"690800"
"13535",41.324695,-72.099307,5156,3214,NA,"690900"
"13536",41.346493,-72.16705,5752,3214,NA,"693300"
"13537",41.349917,-72.1321,4099,3214,NA,"693400"
"13538",41.316751,-72.12871,3528,3214,NA,"693500"
"13539",41.402654,-72.111221,2805,3613,NA,"693600"
"13540",41.390393,-72.145756,3333,3613,NA,"693700"
"13541",41.45864,-72.142772,5266,3561,5481,"695201"
"13542",41.471251,-72.196934,6203,3561,5481,"695202"
"13543",41.574417,-72.054692,4917,3561,5481,"696100"
"13544",41.549822,-72.116182,4813,3561,5481,"696200"
"13545",41.556589,-72.086719,2847,3561,5481,"696300"
"13546",41.538603,-72.060307,6052,3561,5481,"696400"
"13547",41.535596,-72.082154,3134,3561,5481,"696500"
"13548",41.521628,-72.103095,4073,3561,5481,"696600"
"13549",41.513965,-72.090281,5915,3561,5481,"696700"
"13550",41.527708,-72.074755,3974,3561,5481,"696800"
"13551",41.519576,-72.062727,4768,3561,5481,"697000"
"13552",41.516907,-72.006611,4726,3561,5481,"700100"
"13553",41.436629,-71.991962,7691,3613,NA,"701100"
"13554",41.433851,-72.064939,7356,3613,NA,"701200"
"13555",41.386019,-71.993463,4496,3613,NA,"702100"
"13556",41.375788,-72.07967,2163,3613,NA,"702300"
"13557",41.355671,-72.075715,3527,3613,NA,"702400"
"13558",41.338414,-72.067855,4748,3214,NA,"702500"
"13559",41.327884,-72.072397,2114,3214,NA,"702600"
"13560",41.350982,-72.052529,4946,3613,NA,"702700"
"13561",41.349968,-72.017523,4079,3613,NA,"702800"
"13562",41.325315,-71.999783,2473,3214,NA,"702900"
"13563",41.353812,-71.980162,3919,3613,NA,"703000"
"13564",41.361482,-71.847109,4294,3211,NA,"705101"
"13565",41.38431,-71.848827,4343,3211,NA,"705102"
"13566",41.348514,-71.907632,3484,3211,NA,"705200"
"13567",41.354097,-71.955958,3540,3613,NA,"705300"
"13568",41.399553,-71.928671,2884,3613,NA,"705400"
"13569",41.457737,-71.871473,5297,3211,NA,"707100"
"13570",41.583177,-71.833558,2603,3561,5481,"708100"
"13571",41.580737,-71.921241,6322,3561,5481,"709100"
"13572",41.611323,-71.973665,5629,3561,5481,"709200"
"13573",41.60141,-72.016218,4338,3561,5481,"710100"
"13574",41.624214,-72.078269,2984,3561,5481,"711100"
"13575",41.613557,-72.142129,1922,3561,5481,"712100"
"13576",41.547777,-72.169878,2627,3561,5481,"713100"
"13577",41.574596,-72.331698,3429,3411,NA,"714101"
"13578",41.555528,-72.376943,7534,3411,NA,"714103"
"13579",41.568758,-72.299159,5105,3561,5481,"714104"
"13580",41.489573,-72.258655,4151,3561,5481,"715100"
"13581",41.332999,-72.231845,6109,3214,NA,"716101"
"13582",41.378608,-72.227033,5073,3214,NA,"716102"
"13583",41.634057,-72.241505,7308,3411,NA,"870100"
"13584",41.379163,-72.064203,5557,3613,NA,"870200"
"13585",41.371422,-72.103894,6662,3613,NA,"870300"
"13586",41.478167,-72.09973,4470,3561,5481,"870501"
"13587",41.44327,-72.107322,3632,3561,5481,"870502"
"13588",41.35033,-72.200396,2156,3214,NA,"870701"
"13589",41.309105,-72.229149,1749,3214,NA,"870703"
"13590",41.316685,-72.202336,4072,3214,NA,"870704"
"13591",41.395545,-72.084946,2097,3613,NA,"980000"
"13592",41.632636,-72.362962,4630,3411,NA,"526101"
"13593",41.684799,-72.402744,5056,3154,4975,"526102"
"13594",41.733659,-72.376375,3303,3154,4975,"528100"
"13595",41.767139,-72.439272,4980,3154,4975,"529100"
"13596",41.864686,-72.437654,2271,3154,4975,"530100"
"13597",41.864016,-72.454484,6177,3154,4975,"530200"
"13598",41.86034,-72.480335,5533,3633,NA,"530301"
"13599",41.840415,-72.484711,5984,3702,4360,"530302"
"13600",41.850682,-72.448787,3273,3154,4975,"530400"
"13601",41.817286,-72.48134,3243,3702,4360,"530500"
"13602",41.818486,-72.448585,2698,3154,4975,"530600"
"13603",41.891154,-72.370288,9318,3154,4975,"533101"
"13604",41.849049,-72.361957,5734,3154,4975,"533102"
"13605",41.901495,-72.483709,9161,3633,NA,"535100"
"13606",41.903882,-72.428771,6441,3154,4975,"535200"
"13607",42.016555,-72.49744,2339,3633,NA,"538100"
"13608",41.992786,-72.474299,5166,3633,NA,"538201"
