"","station","cldd","cdd","qual","lat","long"
"972","USC00096087","6429R",6429,"R",31.1769,-83.7492
"973","USC00096148","5551R",5551,"R",32.6089,-85.0756
"974","USC00096219","6072R",6072,"R",31.2739,-81.9197
"975","USC00096244","6231R",6231,"R",31.2644,-83.2392
"976","USC00096335","4939R",4939,"R",33.4544,-84.8178
"977","USC00097087","5432S",5432,"S",32.0467,-84.3711
"978","USC00097171","5952R",5952,"R",31.6953,-82.9239
"979","USC00097276","6222S",6222,"S",30.7836,-83.5692
"980","USC00097600","5070S",5070,"S",34.2453,-85.1514
"981","USC00097777","5512S",5512,"S",32.9744,-82.8045
"982","USC00097808","6686R",6686,"R",31.3972,-81.2811
"983","USC00097827","2988R",2988,"R",34.6647,-83.7342
"984","USC00098064","5156S",5156,"S",33.5636,-83.0767
"985","USC00098476","5734R",5734,"R",31.7078,-82.1969
"986","USC00098496","6181R",6181,"R",32.5806,-82.3822
"987","USC00098535","5061R",5061,"R",32.6875,-84.5197
"988","USC00098661","5305S",5305,"S",32.9028,-84.3367
"989","USC00098703","6067R",6067,"R",31.4461,-83.4767
"990","USC00098740","4644R",4644,"R",34.5786,-83.3319
"991","USC00098950","4950S",4950,"S",33.8722,-83.5358
"992","USC00099124","5688R",5688,"R",32.6094,-83.6164
"993","USC00099141","5125S",5125,"S",33.4028,-82.6222
"994","USC00099157","5049S",5049,"S",33.7264,-82.7058
"995","USC00099186","6251S",6251,"S",31.2514,-82.3128
"996","USC00099194","5722R",5722,"R",33.0725,-82.0061
"997","USC00099291","5049S",5049,"S",32.8694,-85.1892
"998","USC00099466","4823R",4823,"R",33.9275,-83.7261
"999","USC00099486","4574R",4574,"R",33.9664,-83.2911
"1000","USC00099502","6303R",6303,"R",30.9589,-81.7072
"1001","USC00100010","1903S",1903,"S",42.9536,-112.8253
"1002","USC00100227","2134R",2134,"R",42.8572,-112.88
"1003","USC00100347","1914R",1914,"R",42.5031,-112.5758
"1004","USC00100375","1953R",1953,"R",43.6356,-113.2989
"1005","USC00100448","2714S",2714,"S",43.5936,-115.9236
"1006","USC00100470","1542R",1542,"R",44.0425,-111.2739
"1007","USC00100667","1514R",1514,"R",47.9803,-116.5594
"1008","USC00100803","1470R",1470,"R",42.3353,-111.385
"1009","USC00100915","2237R",2237,"R",43.1969,-112.3531
"1010","USC00101017","2589S",2589,"S",43.7383,-116.2022
"1011","USC00101079","1917S",1917,"S",48.6928,-116.3103
"1012","USC00101180","3708R",3708,"R",44.8364,-116.8981
"1013","USC00101195","3484S",3484,"S",42.8819,-115.8017
"1014","USC00101220","2562S",2562,"S",42.6006,-114.7453
"1015","USC00101363","1632S",1632,"S",48.0864,-116.0572
"1016","USC00101380","3258R",3258,"R",43.6667,-116.6833
"1017","USC00101408","2693S",2693,"S",44.5733,-116.6753
"1018","USC00101514","1202R",1202,"R",44.5228,-116.0481
"1019","USC00101551","2507S",2507,"S",42.5503,-114.8661
"1020","USC00101663","2103R",2103,"R",44.5036,-114.2397
"1021","USC00101671","1252S",1252,"S",43.9772,-113.8289
"1022","USC00101956","2100R",2100,"R",47.6822,-116.7967
"1023","USC00102159","1876S",1876,"S",46.0336,-116.3919
"1024","USC00102246","1352R",1352,"R",46.2333,-116.4833
"1025","USC00102260","1865R",1865,"R",43.465,-113.5581
"1026","USC00102390","928R",928,"R",44.4667,-115.5667
"1027","USC00102444","3067R",3067,"R",43.5764,-116.7475
"1028","USC00102575","602R",602,"R",45.5525,-115.4606
"1029","USC00102676","1191S",1191,"S",43.7306,-111.1125
"1030","USC00102707","1814S",1814,"S",44.2436,-112.2006
"1031","USC00102845","2663S",2663,"S",46.5022,-116.3217
"1032","USC00102875","1093S",1093,"S",45.8356,-115.4611
"1033","USC00102892","1394R",1394,"R",46.7744,-116.1761
"1034","USC00102942","2776S",2776,"S",43.8544,-116.4664
"1035","USC00103108","1557R",1557,"R",43.3428,-114.79
"1036","USC00103110","1318R",1318,"R",43.3167,-114.75
"1037","USC00103143","2195R",2195,"R",46.0931,-115.5356
"1038","USC00103297","1819S",1819,"S",43.0428,-112.4133
"1039","USC00103448","2010S",2010,"S",44.1011,-115.9694
"1040","USC00103554","1428R",1428,"R",45.5394,-113.9275
"1041","USC00103631","3050R",3050,"R",42.9403,-115.3231
"1042","USC00103732","1621S",1621,"S",42.5872,-111.7275
"1043","USC00103760","3020S",3020,"S",43.0175,-116.1772
"1044","USC00103771","1782S",1782,"S",45.9414,-116.1175
"1045","USC00103882","1174R",1174,"R",43.7186,-113.5472
"1046","USC00103932","2770R",2770,"R",42.8114,-114.9239
"1047","USC00103964","1906R",1906,"R",43.9664,-112.2642
"1048","USC00104140","2386S",2386,"S",42.5972,-114.1378
"1049","USC00104150","1248R",1248,"R",46.6311,-115.8086
"1050","USC00104268","1438R",1438,"R",43.2994,-115.0733
"1051","USC00104384","1939R",1939,"R",43.7828,-113.0033
"1052","USC00104442","1593S",1593,"S",43.8383,-115.8319
"1053","USC00104455","2182S",2182,"S",43.5133,-112.0128
"1054","USC00104456","1423S",1423,"S",43.3456,-111.7847
"1055","USC00104598","1039R",1039,"R",44.4189,-111.3714
"1056","USC00104670","2689R",2689,"R",42.7325,-114.5192
"1057","USC00104831","1849S",1849,"S",47.5339,-116.1222
"1058","USC00104845","1165R",1165,"R",43.6842,-114.3603
"1059","USC00105013","2138R",2138,"R",46.0714,-115.9336
"1060","USC00105038","2848R",2848,"R",43.4833,-116.4167
"1061","USC00105177","1052R",1052,"R",44.6831,-113.3622
"1062","USC00105275","1588S",1588,"S",42.1231,-111.3139
"1063","USC00105414","1396R",1396,"R",44.0828,-115.6186
"1064","USC00105462","1461R",1461,"R",43.9181,-113.6317
"1065","USC00105563","1979R",1979,"R",42.2917,-113.3042
"1066","USC00105567","2154R",2154,"R",42.3019,-113.335
"1067","USC00105678","2316R",2316,"R",42.6681,-112.9981
"1068","USC00105685","1464R",1464,"R",44.5664,-113.8953
"1069","USC00105708","1088S",1088,"S",44.8869,-116.1047
"1070","USC00105716","1867R",1867,"R",42.6447,-112.1919
"1071","USC00105897","1580S",1580,"S",44.7189,-115.015
"1072","USC00105980","2257R",2257,"R",42.6767,-113.5003
"1073","USC00106152","1886S",1886,"S",46.7281,-116.9558
"1074","USC00106174","3006R",3006,"R",43.1261,-115.7119
"1075","USC00106230","1516R",1516,"R",47.4714,-115.8
"1076","USC00106250","1783R",1783,"R",42.0264,-115.3597
"1077","USC00106305","2889S",2889,"S",43.6039,-116.5753
"1078","USC00106388","1223R",1223,"R",44.9714,-116.2933
"1079","USC00106424","1506S",1506,"S",46.2358,-116.2467
"1080","USC00106542","2352S",2352,"S",42.2342,-113.8981
"1081","USC00106586","2265R",2265,"R",44.1758,-116.2828
"1082","USC00106764","1793R",1793,"R",43.35,-111.2167
"1083","USC00106844","2828S",2828,"S",43.8022,-116.9442
"1084","USC00106877","2219S",2219,"S",42.6283,-113.7622
"1085","USC00106891","2928S",2928,"S",44.0764,-116.9311
"1086","USC00107040","1620S",1620,"S",43.3111,-114.0742
"1087","USC00107046","1298R",1298,"R",46.4922,-115.8006
"1088","USC00107188","1616R",1616,"R",47.3117,-116.9561
"1089","USC00107208","2502R",2502,"R",42.8917,-112.4086
"1090","USC00107264","1842R",1842,"R",48.9994,-116.4992
"1091","USC00107301","1436S",1436,"S",46.9603,-116.855
"1092","USC00107320","1255S",1255,"S",46.51,-114.7111
"1093","USC00107346","2125R",2125,"R",42.0933,-111.8683
"1094","USC00107386","1475C",1475,"C",48.3514,-116.8356
"1095","USC00107563","1039R",1039,"R",45.7075,-115.3444
"1096","USC00107644","1837R",1837,"R",43.8083,-111.7892
"1097","USC00107648","2226S",2226,"S",43.2064,-116.7494
"1098","USC00107673","2011S",2011,"S",43.0528,-114.1581
"1099","USC00107706","3075R",3075,"R",45.4239,-116.315
"1100","USC00107968","2102R",2102,"R",42.6042,-113.7575
"1101","USC00108022","1490S",1490,"S",43.9517,-111.6789
"1102","USC00108062","1978S",1978,"S",47.3164,-116.5789
"1103","USC00108080","1852S",1852,"S",45.1875,-113.9008
"1104","USC00108137","1702S",1702,"S",48.2942,-116.5628
"1105","USC00108380","2683R",2683,"R",42.9383,-114.4169
"1106","USC00108395","2221R",2221,"R",45.3767,-114.2775
"1107","USC00108412","2002R",2002,"R",43.0022,-116.8317
"1108","USC00108535","1409R",1409,"R",42.6514,-111.5833
"1109","USC00108676","606S",606,"S",44.2206,-114.9342
"1110","USC00108928","3556S",3556,"S",43.2436,-116.3783
"1111","USC00108937","1648S",1648,"S",43.4447,-111.2939
"1112","USC00109000","1972R",1972,"R",45.1017,-114.8508
"1113","USC00109065","1175R",1175,"R",43.8564,-111.2769
"1114","USC00109293","2756R",2756,"R",42.5808,-114.4569
"1115","USC00109303","2156S",2156,"S",42.5458,-114.3461
"1116","USC00109498","1641R",1641,"R",47.4753,-115.9314
"1117","USC00109560","633R",633,"R",45.2658,-115.6789
"1118","USC00109638","3063R",3063,"R",44.2456,-116.9697
"1119","USC00109846","1255S",1255,"S",46.2375,-116.6225
"1120","USC00109951","861R",861,"R",44.8542,-115.5114
"1121","USC00109963","2395R",2395,"R",45.545,-115.2514
"1122","USC00110055","4266R",4266,"R",38.3778,-88.0569
"1123","USC00110072","3047S",3047,"S",41.1961,-90.7478
"1124","USC00110137","4399R",4399,"R",38.8661,-90.1461
"1125","USC00110187","4190S",4190,"S",37.4814,-89.2344
"1126","USC00110203","2786R",2786,"R",42.4811,-88.0994
"1127","USC00110306","3387R",3387,"R",39.9467,-89.7597
"1128","USC00110338","3170S",3170,"S",41.7806,-88.3092
"1129","USC00110442","2721R",2721,"R",42.1153,-88.1639
"1130","USC00110598","3571R",3571,"R",40.3436,-91.1125
"1131","USC00110608","4179R",4179,"R",38.0336,-88.9203
"1132","USC00110764","3380R",3380,"R",40.4864,-89.0864
"1133","USC00110993","4137S",4137,"S",37.1275,-88.6531
"1134","USC00111020","4038R",4038,"R",38.9544,-88.9583
"1135","USC00111160","4152S",4152,"S",38.5669,-90.1942
"1136","USC00111265","4155S",4155,"S",37.7308,-89.1658
"1137","USC00111280","3688R",3688,"R",39.2883,-89.8703
"1138","USC00111290","3925R",3925,"R",38.6308,-89.3658
"1139","USC00111302","3963R",3963,"R",38.0733,-88.1805
"1140","USC00111420","3132R",3132,"R",41.3978,-88.2819
"1141","USC00111436","3824S",3824,"S",39.4761,-88.1653
"1142","USC00111475","3465S",3465,"S",40.7394,-88.7108
"1143","USC00111497","2871S",2871,"S",42.1406,-87.7867
"1144","USC00111835","2836R",2836,"R",41.7061,-89.1003
"1145","USC00111836","3301R",3301,"R",40.6211,-89.2414
"1146","USC00112140","3574S",3574,"S",40.1392,-87.6481
"1147","USC00112193","3824S",3824,"S",39.8289,-88.9506
"1148","USC00112223","2944S",2944,"S",41.9342,-88.7756
"1149","USC00112348","2906S",2906,"S",41.8472,-89.5047
"1150","USC00112353","4573R",4573,"R",37.4389,-88.6678
"1151","USC00112483","4198S",4198,"S",37.9878,-89.1931
"1152","USC00112500","3027R",3027,"R",41.1072,-88.4111
"1153","USC00112736","2926R",2926,"R",42.0628,-88.2861
"1154","USC00112745","2659R",2659,"R",42.3161,-90.2269
"1155","USC00112931","3888S",3888,"S",38.3806,-88.3264
"1156","USC00112993","3220R",3220,"R",40.2539,-88.7075
"1157","USC00113106","3874R",3874,"R",38.6786,-88.4797
"1158","USC00113109","4012S",4012,"S",38.7103,-88.5758
"1159","USC00113262","2829S",2829,"S",42.2972,-89.6039
"1160","USC00113290","3180S",3180,"S",41.8978,-90.1544
"1161","USC00113320","3261S",3261,"S",40.9464,-90.3856
"1162","USC00113335","3077S",3077,"S",41.1739,-90.035
"1163","USC00113369","3175R",3175,"R",41.35,-88.4333
"1164","USC00113384","3366S",3366,"S",41.4511,-90.1486
"1165","USC00113413","3204R",3204,"R",40.4731,-88.3653
"1166","USC00113455","3436R",3436,"R",40.8822,-91.0233
"1167","USC00113530","3472R",3472,"R",40.1064,-91.0222
"1168","USC00113580","4291R",4291,"R",37.2036,-89.0422
"1169","USC00113717","3474R",3474,"R",39.7378,-90.7086
"1170","USC00113879","4212R",4212,"R",37.7408,-88.5244
"1171","USC00113940","3646R",3646,"R",40.3031,-90.0656
"1172","USC00114013","3279R",3279,"R",41.2647,-89.3381
"1173","USC00114108","4238S",4238,"S",39.15,-89.4833
"1174","USC00114198","3565S",3565,"S",40.4742,-87.6564
"1175","USC00114400","3822R",3822,"R",38.4931,-88.9703
"1176","USC00114442","3419S",3419,"S",39.7347,-90.1978
"1177","USC00114489","3713S",3713,"S",39.1053,-90.3419
"1178","USC00114530","3189S",3189,"S",41.5033,-88.1028
"1179","USC00114603","3289S",3289,"S",41.1381,-87.8856
"1180","USC00114629","4289R",4289,"R",37.9842,-89.9492
"1181","USC00114710","2987R",2987,"R",41.2428,-89.8997
"1182","USC00114805","3670S",3670,"S",41.0411,-89.4061
"1183","USC00114823","3409R",3409,"R",40.5839,-90.9686
"1184","USC00114837","2816R",2816,"R",42.4308,-88.0594
"1185","USC00114957","3978R",3978,"R",38.7267,-87.69
"1186","USC00115079","3478R",3478,"R",40.1514,-89.3381
"1187","USC00115326","2819R",2819,"R",42.2636,-88.6078
"1188","USC00115342","3693R",3693,"R",37.7747,-88.8981
"1189","USC00115372","2982R",2982,"R",41.3286,-88.7533
"1190","USC00115413","3517R",3517,"R",40.2272,-89.6947
"1191","USC00115430","3813R",3813,"R",39.4725,-88.3544
"1192","USC00115493","2665R",2665,"R",42.3103,-88.2525
"1193","USC00115515","3986R",3986,"R",38.0844,-88.5425
"1194","USC00115712","3287S",3287,"S",40.9125,-89.0342
"1195","USC00115768","3438S",3438,"S",40.9442,-90.6381
"1196","USC00115772","3181R",3181,"R",40.9361,-90.7197
"1197","USC00115825","3290R",3290,"R",41.3708,-88.4336
"1198","USC00115833","3082S",3082,"S",41.8039,-89.9744
"1199","USC00115841","3588S",3588,"S",39.4158,-89.4614
"1200","USC00115888","4120S",4120,"S",38.4106,-87.7578
"1201","USC00115901","2875R",2875,"R",42.0981,-89.9842
"1202","USC00115943","3789S",3789,"S",38.3483,-88.8533
"1203","USC00115950","3668R",3668,"R",39.5878,-89.0158
"1204","USC00115961","2759R",2759,"R",42.2553,-88.0769
"1205","USC00116011","4021S",4021,"S",38.3431,-89.3586
"1206","USC00116080","3408R",3408,"R",41.1922,-91.0578
"1207","USC00116157","3864R",3864,"R",38.9917,-88.1828
"1208","USC00116159","3386R",3386,"R",38.9136,-88.1183
"1209","USC00116200","3278R",3278,"R",40.5492,-88.9497
"1210","USC00116383","4395R",4395,"R",37.1742,-89.3506
"1211","USC00116446","3828S",3828,"S",38.7003,-88.0817
"1212","USC00116526","3280S",3280,"S",41.3283,-88.9106
"1213","USC00116558","3877R",3877,"R",39.0028,-87.6225
"1214","USC00116579","3645R",3645,"R",39.3722,-89.0242
"1215","USC00116610","3591S",3591,"S",39.6186,-87.6672
"1216","USC00116616","3179S",3179,"S",41.4947,-87.6803
"1217","USC00116661","2674R",2674,"R",41.7122,-88.9989
"1218","USC00116663","3126R",3126,"R",40.4547,-88.1417
"1219","USC00116738","3602R",3602,"R",39.8058,-90.8236
"1220","USC00116753","3156S",3156,"S",41.3503,-89.1072
"1221","USC00116819","3300S",3300,"S",40.7569,-88.1828
"1222","USC00116837","3629R",3629,"R",39.6222,-90.8058
"1223","USC00116897","3014R",3014,"R",42.0347,-89.6119
"1224","USC00116910","3291S",3291,"S",40.8853,-88.6389
"1225","USC00116998","3315R",3315,"R",41.3761,-89.4642
"1226","USC00117004","3264S",3264,"S",40.9314,-89.7797
"1227","USC00117077","3787R",3787,"R",39.9058,-91.4281
"1228","USC00117126","3594R",3594,"R",39.1483,-89.1022
"1229","USC00117354","2796S",2796,"S",41.9117,-89.0708
"1230","USC00117391","3605R",3605,"R",41.5181,-90.5647
"1231","USC00117457","3167R",3167,"R",41.6042,-88.085
"1232","USC00117487","3989R",3989,"R",37.4747,-88.4122
"1233","USC00117551","3523R",3523,"R",40.1347,-90.4792
"1234","USC00117636","3946C",3946,"C",38.6453,-88.9461
"1235","USC00117876","3756R",3756,"R",39.4067,-88.7747
"1236","USC00118020","4252S",4252,"S",37.1644,-88.4311
"1237","USC00118147","3960S",3960,"S",38.1167,-89.7167
"1238","USC00118293","2772S",2772,"S",42.4006,-89.9958
"1239","USC00118324","2792R",2792,"R",42.0256,-88.1783
"1240","USC00118389","3391R",3391,"R",39.5608,-88.6067
"1241","USC00118684","3555S",3555,"S",39.795,-88.29
"1242","USC00118740","3452S",3452,"S",40.0839,-88.2403
"1243","USC00118781","3783S",3783,"S",38.9703,-89.0922
"1244","USC00118860","3993S",3993,"S",39.5061,-89.7689
"1245","USC00118916","3045S",3045,"S",41.5519,-89.5989
"1246","USC00119002","4211R",4211,"R",38.3664,-90.1619
"1247","USC00119021","3160S",3160,"S",40.7928,-87.7556
"1248","USC00119029","2758R",2758,"R",42.3492,-87.8828
"1249","USC00119221","2827S",2827,"S",41.8128,-88.0728
"1250","USC00119241","3567S",3567,"S",39.4411,-90.3789
"1251","USC00119331","3655R",3655,"R",39.6319,-90.4572
"1252","USC00119354","3727S",3727,"S",39.4458,-88.5961
"1253","USC00120177","3324S",3324,"S",40.1117,-85.7164
"1254","USC00120200","2652S",2652,"S",41.6397,-84.9897
"1255","USC00120331","3254R",3254,"R",40.2839,-87.1964
"1256","USC00120676","3255S",3255,"S",40.6683,-84.9305
"1257","USC00120784","3624S",3624,"S",39.1742,-86.5214
"1258","USC00120830","3181S",3181,"S",40.7475,-85.1739
"1259","USC00120852","4256R",4256,"R",38.0303,-87.2736
"1260","USC00120858","3020R",3020,"R",40.535,-87.453
"1261","USC00121030","3542S",3542,"S",39.4239,-85.0128
"1262","USC00121229","2824R",2824,"R",39.8667,-85.1833
"1263","USC00121303","3322R",3322,"R",39.9614,-86.0586
"1264","USC00121425","3866R",3866,"R",38.65,-85.7
"1265","USC00121739","2853S",2853,"S",41.1453,-85.4897
"1266","USC00121747","3623S",3623,"S",39.1661,-85.9228
"1267","USC00121869","4059R",4059,"R",38.8725,-86.835
"1268","USC00121873","3020R",3020,"R",40.0028,-86.8011
"1269","USC00122149","3213S",3213,"S",40.615,-86.6661
"1270","USC00122309","3819S",3819,"S",38.4558,-86.6983
"1271","USC00122638","3161S",3161,"S",40.2872,-85.8453
"1272","USC00122660","3942R",3942,"R",38.2789,-86.4683
"1273","USC00122731","5060R",5060,"R",37.9647,-87.5783
"1274","USC00122825","3103C",3103,"C",40.2539,-85.1483
"1275","USC00123082","3218S",3218,"S",40.2986,-86.5067
"1276","USC00123104","3750S",3750,"S",38.8672,-87.3083
"1277","USC00123207","2934R",2934,"R",41.3367,-85.1197
"1278","USC00123418","3015S",3015,"S",41.5575,-85.8825
"1279","USC00123513","3178S",3178,"S",39.6439,-86.8767
"1280","USC00123527","3372S",3372,"S",39.7858,-85.7611
"1281","USC00123547","3683C",3683,"C",39.3475,-85.4892
"1282","USC00123777","3226R",3226,"R",40.4356,-85.2892
"1283","USC00124008","3005R",3005,"R",41.5422,-87.2881
"1284","USC00124181","3088S",3088,"S",40.8556,-85.4981
"1285","USC00124244","2988R",2988,"R",41.6317,-87.0881
"1286","USC00124272","3330S",3330,"S",39.7164,-86.0678
"1287","USC00124356","3209R",3209,"R",39.9233,-86.5983
"1288","USC00124527","3307R",3307,"R",40.7592,-87.4353
"1289","USC00124550","3074R",3074,"R",41.0833,-86.5167
"1290","USC00124662","3127S",3127,"S",40.4583,-86.1758
"1291","USC00124715","3358S",3358,"S",40.2964,-86.9028
"1292","USC00124730","2822R",2822,"R",41.6292,-85.4142
"1293","USC00124782","2752R",2752,"R",41.5269,-86.2692
"1294","USC00124837","3081S",3081,"S",41.6117,-86.7297
"1295","USC00125117","3136R",3136,"R",40.7478,-86.3878
"1296","USC00125174","3021C",3021,"C",41.2647,-87.4178
"1297","USC00125237","3994S",3994,"S",38.7369,-85.3942
"1298","USC00125337","3165S",3165,"S",40.58,-85.6586
"1299","USC00125407","3198S",3198,"S",39.4039,-86.453
"1300","USC00125658","2974R",2974,"R",39.1619,-85.0517
"1301","USC00126001","4424S",4424,"S",37.9286,-87.8956
"1302","USC00126164","3062S",3062,"S",39.8942,-85.3953
"1303","USC00126304","3353R",3353,"R",39.55,-86.1
"1304","USC00126435","3769R",3769,"R",39.0017,-85.5997
"1305","USC00126506","3184R",3184,"R",39.9,-85.9833
"1306","USC00126580","3478S",3478,"S",38.8894,-86.5519
"1307","USC00126705","3593S",3593,"S",38.5556,-86.4858
"1308","USC00126830","3487R",3487,"R",40.0739,-87.5067
"1309","USC00126872","3613R",3613,"R",38.465,-87.2658
"1310","USC00126989","2965R",2965,"R",41.3392,-86.3358
"1311","USC00127069","3066R",3066,"R",40.4175,-84.9925
"1312","USC00127102","2908R",2908,"R",41.64,-85.1967
"1313","USC00127125","4028S",4028,"S",38.3567,-87.5906
"1314","USC00127298","3196S",3196,"S",40.9356,-87.1564
"1315","USC00127370","3251S",3251,"S",39.8544,-84.8778
"1316","USC00127482","3014R",3014,"R",41.0664,-86.2097
"1317","USC00127522","3647S",3647,"S",39.7594,-87.2269
"1318","USC00127646","3287C",3287,"C",39.6042,-85.4528
"1319","USC00127724","4186S",4186,"S",38.1642,-86.8094
"1320","USC00127755","3835S",3835,"S",38.6158,-86.0856
"1321","USC00127875","3702R",3702,"R",38.6886,-85.785
"1322","USC00127935","3458S",3458,"S",38.9822,-85.8989
"1323","USC00127959","3608R",3608,"R",39.1614,-87.2436
"1324","USC00127999","3477R",3477,"R",39.5283,-85.7914
"1325","USC00128036","3489S",3489,"S",38.5528,-86.7944
"1326","USC00128290","3312S",3312,"S",39.2836,-86.7703
"1327","USC00128698","4469S",4469,"S",37.9531,-86.7747
"1328","USC00128723","3892R",3892,"R",39.4708,-87.4081
"1329","USC00128784","3025R",3025,"R",40.2233,-86.1086
"1330","USC00128999","3073R",3073,"R",41.5114,-87.0378
"1331","USC00129080","4036R",4036,"R",38.7436,-85.0761
"1332","USC00129113","3944S",3944,"S",38.7386,-87.4878
"1333","USC00129138","2979R",2979,"R",40.7869,-85.8208
"1334","USC00129222","2773S",2773,"S",41.4439,-86.9294
"1335","USC00129240","2950S",2950,"S",41.2633,-85.8678
"1336","USC00129253","4218R",4218,"R",38.6489,-87.1989
"1337","USC00129430","3232C",3232,"C",40.475,-86.9919
"1338","USC00129511","3097R",3097,"R",41.1947,-87.0578
"1339","USC00129557","3434S",3434,"S",39.9961,-86.3542
"1340","USC00129670","3067S",3067,"S",41.0267,-86.5867
"1341","USC00129678","3138S",3138,"S",40.1714,-84.9208
"1342","USC00129905","3122R",3122,"R",40.5614,-86.3425
"1343","USC00130112","3213S",3213,"S",41.0656,-92.7867
"1344","USC00130133","2629R",2629,"R",43.0683,-94.3053
"1345","USC00130149","3186R",3186,"R",40.7042,-93.3697
"1346","USC00130157","2848S",2848,"S",42.7536,-92.8022
"1347","USC00130200","3216S",3216,"S",42.0208,-93.7742
"1348","USC00130203","2926R",2926,"R",41.9519,-93.5656
"1349","USC00130213","2706S",2706,"S",42.1117,-91.2933
"1350","USC00130241","3245S",3245,"S",41.7183,-93.5742
"1351","USC00130364","3073S",3073,"S",41.4175,-95.0039
"1352","USC00130385","2888S",2888,"S",41.7069,-94.9222
"1353","USC00130536","3124S",3124,"S",40.8236,-94.0475
"1354","USC00130576","3298S",3298,"S",40.6742,-94.7244
"1355","USC00130600","2895S",2895,"S",41.8814,-92.2764
"1356","USC00130608","2961S",2961,"S",42.2614,-90.4233
"1357","USC00130753","3335S",3335,"S",40.7597,-92.4394
"1358","USC00130807","2911S",2911,"S",42.0417,-93.8906
"1359","USC00130923","2640S",2640,"S",43.1017,-93.8014
"1360","USC00131060","3465S",3465,"S",40.7747,-91.1164
"1361","USC00131233","2974C",2974,"C",42.065,-94.85
"1362","USC00131257","2769S",2769,"S",42.2989,-90.9983
"1363","USC00131277","2980S",2980,"S",42.0633,-95.8364
"1364","USC00131319","3324C",3324,"C",42.05,-91.5881
"1365","USC00131354","3286R",3286,"R",40.7364,-92.8692
"1366","USC00131394","2992S",2992,"S",41.0164,-93.2792
"1367","USC00131402","2776S",2776,"S",43.0775,-92.6714
"1368","USC00131442","2804S",2804,"S",42.7572,-95.5378
"1369","USC00131533","3100R",3100,"R",40.7244,-95.0192
"1370","USC00131541","2896R",2896,"R",42.72,-93.7336
"1371","USC00131635","3341C",3341,"C",41.7947,-90.2639
"1372","USC00131710","2924S",2924,"S",42.0169,-93.3189
"1373","USC00131731","3181S",3181,"S",41.2864,-91.3611
"1374","USC00131833","3119R",3119,"R",40.9886,-94.7492
"1375","USC00131954","2385C",2385,"C",43.3894,-92.0939
"1376","USC00131962","3106S",3106,"S",41.0372,-94.3942
"1377","USC00132110","2855S",2855,"S",43.3042,-91.7953
"1378","USC00132171","3233S",3233,"S",42.0364,-95.3289
"1379","USC00132209","3280R",3280,"R",41.7367,-93.7236
"1380","USC00132364","3149S",3149,"S",42.5397,-90.6464
"1381","USC00132573","2855S",2855,"S",42.3619,-93.0989
"1382","USC00132603","2685S",2685,"S",42.7753,-91.4536
"1383","USC00132689","2656S",2656,"S",43.1025,-94.6833
"1384","USC00132724","2571S",2571,"S",43.4036,-94.7472
"1385","USC00132789","3578C",3578,"C",41.0211,-91.9553
"1386","USC00132864","2602S",2602,"S",42.8503,-91.8158
"1387","USC00132977","2711S",2711,"S",43.2844,-93.6306
"1388","USC00132999","2897S",2897,"S",42.5836,-94.2006
"1389","USC00133007","3733C",3733,"C",40.6211,-91.3261
"1390","USC00133290","3435S",3435,"S",41.0097,-95.7736
"1391","USC00133438","3416S",3416,"S",41.2981,-94.4561
"1392","USC00133473","2745C",2745,"C",41.7203,-92.7489
"1393","USC00133487","2810C",2810,"C",42.3647,-92.7594
"1394","USC00133509","3002S",3002,"S",41.6686,-94.4972
"1395","USC00133517","3123S",3123,"S",42.7858,-91.0958
"1396","USC00133584","2764S",2764,"S",42.7561,-93.2011
"1397","USC00133632","3052R",3052,"R",41.6783,-95.3247
"1398","USC00133718","2858S",2858,"S",43.0031,-96.485
"1399","USC00133980","2710R",2710,"R",42.7197,-94.2203
"1400","USC00133985","2940R",2940,"R",42.7181,-94.2689
"1401","USC00134038","2971R",2971,"R",42.3942,-95.515
"1402","USC00134049","2784S",2784,"S",42.5269,-91.8781
"1403","USC00134063","3149S",3149,"S",41.3656,-93.6481
"1404","USC00134101","3509S",3509,"S",41.6092,-91.505
"1405","USC00134142","2816S",2816,"S",42.5189,-93.2536
"1406","USC00134228","3058S",3058,"S",42.0347,-94.4114
"1407","USC00134381","3637S",3637,"S",40.3967,-91.375
"1408","USC00134389","3541S",3541,"S",40.7308,-91.9608
"1409","USC00134502","3321S",3321,"S",41.3247,-93.1008
"1410","USC00134561","2998C",2998,"C",43.4483,-95.3247
"1411","USC00134585","3428S",3428,"S",40.6233,-93.9508
"1412","USC00134705","3392S",3392,"S",41.5697,-90.3956
"1413","USC00134735","2913S",2913,"S",42.7817,-96.1458
"1414","USC00134758","3058S",3058,"S",40.7244,-93.6453
"1415","USC00134894","3184S",3184,"S",41.6381,-95.7883
"1416","USC00135086","2631S",2631,"S",42.4733,-91.4517
"1417","USC00135123","2963S",2963,"S",42.1619,-95.7836
"1418","USC00135131","2676S",2676,"S",42.0494,-90.7489
"1419","USC00135198","2901S",2901,"S",42.0647,-92.9244
"1420","USC00135230","2564S",2564,"S",43.1631,-93.1953
"1421","USC00135493","2586S",2586,"S",43.3828,-95.1842
"1422","USC00135769","3106S",3106,"S",40.7053,-94.2428
"1423","USC00135796","3550S",3550,"S",40.9486,-91.5647
"1424","USC00135837","3573S",3573,"S",41.4075,-91.0725
