"","cdd","city","longitude","latitude","population"
"457",4809,"Gastonia",-81.1873005,35.262082,"73209"
"458",4873,"Folsom",-121.1760583,38.6779591,"73098"
"459",3000,"Southfield",-83.2218731,42.4733688,"73006"
"460",2614,"Rochester Hills",-83.1499322,42.6583661,"72952"
"461",3032,"New Britain",-72.7795419,41.6612104,"72939"
"462",8168,"Goodyear",-112.3576567,33.4353394,"72864"
"463",2853,"Canton",-81.378447,40.7989473,"72535"
"464",5688,"Warner Robins",-83.624201,32.6130007,"72531"
"465",3625,"Union City",-122.0438298,37.5933918,"72528"
"466",5463,"Perris",-117.2286478,33.7825194,"72326"
"467",4558,"Manteca",-121.2160526,37.7974273,"71948"
"468",3226,"Iowa City",-91.5301683,41.6611277,"71591"
"469",4793,"Jonesboro",-90.704279,35.8422967,"71551"
"470",3580,"Wilmington",-75.5397878,39.7390721,"71525"
"471",5154,"Lynwood",-118.2114603,33.930293,"71371"
"472",2342,"Loveland",-105.0749801,40.3977612,"71334"
"473",2961,"Pawtucket",-71.3825558,41.878711,"71172"
"474",9199,"Boynton Beach",-80.0905465,26.5317866,"71097"
"475",2494,"Waukesha",-88.2314813,43.0116784,"71016"
"476",6704,"Gulfport",-89.0928155,30.3674198,"71012"
"477",5058,"Apple Valley",-117.1858759,34.5008311,"70924"
"478",3623,"Passaic",-74.1284764,40.8567662,"70868"
"479",2627,"Rapid City",-103.2310149,44.0805434,"70812"
"480",3212,"Layton",-111.9710529,41.0602216,"70790"
"481",3424,"Lafayette",-86.8752869,40.4167022,"70373"
"482",4977,"Turlock",-120.8465941,37.4946568,"70365"
"483",3370,"Muncie",-85.3863599,40.1933767,"70316"
"484",6321,"Temple",-97.342782,31.0982344,"70190"
"485",7957,"Missouri City",-95.5377215,29.6185669,"70185"
"486",5551,"Redlands",-117.1825381,34.0555693,"69999"
"487",2479,"Santa Fe",-105.937799,35.6869752,"69976"
"488",9327,"Lauderhill",-80.2133808,26.1403635,"69813"
"489",4013,"Milpitas",-121.8995741,37.4323341,"69783"
"490",2721,"Palatine",-88.03424,42.1103041,"69350"
"491",1832,"Missoula",-113.996586,46.8787176,"69122"
"492",5332,"Rock Hill",-81.0250784,34.9248667,"69103"
"493",5519,"Jacksonville",-77.4302414,34.7540524,"69079"
"494",4554,"Franklin",-86.8688899,35.9250637,"68886"
"495",1626,"Flagstaff",-111.651302,35.1982836,"68667"
"496",6096,"Flower Mound",-97.0969552,33.0145673,"68609"
"497",9671,"Weston",-80.3997748,26.1003654,"68388"
"498",2988,"Waterloo",-92.3425775,42.492786,"68366"
"499",3299,"Union City",-74.2631635,40.6975898,"68247"
"500",3191,"Mount Vernon",-73.8370786,40.9125992,"68224"
"501",9182,"Fort Myers",-81.8723084,26.640628,"68190"
"502",6376,"Dothan",-85.3904888,31.2232313,"68001"
"503",4917,"Rancho Cordova",-121.302728,38.5890723,"67911"
"504",4604,"Redondo Beach",-118.3884078,33.8491816,"67815"
"505",4978,"Jackson",-88.8139469,35.6145169,"67685"
"506",3383,"Pasco",-119.1005657,46.2395793,"67599"
"507",3905,"St. Charles",-90.4974359,38.7881062,"67569"
"508",2517,"Eau Claire",-91.4984941,44.811349,"67545"
"509",6349,"North Richland Hills",-97.2289029,32.8342952,"67317"
"510",2297,"Bismarck",-100.7837392,46.8083268,"67034"
"511",6237,"Yorba Linda",-117.8131125,33.8886259,"67032"
"512",7361,"Kenner",-90.2417434,29.9940924,"66975"
"513",4451,"Walnut Creek",-122.0651819,37.9100783,"66900"
"514",4120,"Frederick",-77.4105409,39.4142688,"66893"
"515",2647,"Oshkosh",-88.5426136,44.0247062,"66778"
"516",4547,"Pittsburg",-121.8846806,38.0279762,"66695"
"517",3349,"Palo Alto",-122.1430195,37.4418834,"66642"
"518",6163,"Bossier City",-93.7321228,32.5159852,"66333"
"519",2124,"Portland",-70.2553259,43.661471,"66318"
"520",2284,"St. Cloud",-94.1632404,45.5579451,"66297"
"521",4481,"Davis",-121.7405167,38.5449065,"66205"
"522",3098,"South San Francisco",-122.4077498,37.654656,"66174"
"523",3877,"Camarillo",-119.0376023,34.2163937,"66086"
"524",5561,"North Little Rock",-92.2670941,34.769536,"66075"
"525",2649,"Schenectady",-73.9395687,42.8142432,"65902"
"526",3841,"Gaithersburg",-77.2013705,39.1434406,"65690"
"527",8807,"Harlingen",-97.6961026,26.1906306,"65665"
"528",2719,"Woodbury",-92.9593797,44.9238552,"65656"
"529",2831,"Eagan",-93.1668858,44.8041322,"65453"
"530",5327,"Yuba City",-121.6169108,39.1404477,"65416"
"531",2722,"Maple Grove",-93.4557877,45.0724642,"65415"
"532",3164,"Youngstown",-80.6495194,41.0997803,"65184"
"533",3131,"Skokie",-87.7416246,42.0324025,"65176"
"534",8013,"Kissimmee",-81.407571,28.2919557,"65173"
"535",3747,"Johnson City",-82.3534727,36.3134397,"65123"
"536",7349,"Victoria",-97.0035982,28.8052674,"65098"
"537",4605,"San Clemente",-117.6119925,33.4269728,"65040"
"538",3735,"Bayonne",-74.1143091,40.6687141,"65028"
"539",4605,"Laguna Niguel",-117.7075526,33.5225261,"64652"
"540",3077,"East Orange",-74.2048677,40.767323,"64544"
"541",4480,"Shawnee",-94.7151865,39.0228485,"64323"
"542",9048,"Homestead",-80.4775569,25.4687224,"64079"
"543",3841,"Rockville",-77.1527578,39.0839973,"64072"
"544",9199,"Delray Beach",-80.0728201,26.4614625,"64072"
"545",2768,"Janesville",-89.0187222,42.6827885,"63820"
"546",5011,"Conway",-92.4421011,35.0886963,"63816"
"547",6370,"Pico Rivera",-118.096735,33.9830688,"63771"
"548",2903,"Lorain",-82.1823746,41.452819,"63710"
"549",6370,"Montebello",-118.1137535,34.0165053,"63495"
"550",4461,"Lodi",-121.2722194,38.1341477,"63338"
"551",6682,"New Braunfels",-98.1244531,29.7030024,"63279"
"552",1879,"Marysville",-122.1770818,48.0517637,"63269"
"553",9238,"Tamarac",-80.2497707,26.2128609,"63155"
"554",4885,"Madera",-120.0607176,36.9613356,"63105"
"555",6933,"Conroe",-95.4560512,30.3118769,"63032"
"556",3319,"Santa Cruz",-122.0307963,36.9741171,"62864"
"557",2812,"Eden Prairie",-93.470786,44.8546856,"62603"
"558",2056,"Cheyenne",-104.8202462,41.1399814,"62448"
"559",7695,"Daytona Beach",-81.0228331,29.2108147,"62316"
"560",4331,"Alpharetta",-84.2940899,34.0753762,"62298"
"561",3473,"Hamilton",-84.5613355,39.3995008,"62258"
"562",2755,"Waltham",-71.2356113,42.3764852,"62227"
"563",2722,"Coon Rapids",-93.3030063,45.1732394,"62103"
"564",2460,"Haverhill",-71.0772796,42.7762015,"62088"
"565",3504,"Council Bluffs",-95.8608333,41.2619444,"61969"
"566",3033,"Taylor",-83.2696509,42.240872,"61817"
"567",2283,"Utica",-75.232664,43.100903,"61808"
"568",2971,"Ames",-93.62,42.034722,"61792"
"569",5515,"La Habra",-117.9461734,33.9319578,"61653"
"570",4309,"Encinitas",-117.2919818,33.0369867,"61588"
"571",4423,"Bowling Green",-86.4808043,36.9685219,"61488"
"572",2831,"Burnsville",-93.2777226,44.7677424,"61434"
"573",4789,"Greenville",-82.3940104,34.8526176,"61397"
"574",3466,"West Des Moines",-93.711332,41.5772115,"61255"
"575",7342,"Cedar Park",-97.8202888,30.505198,"61238"
"576",5211,"Tulare",-119.3473379,36.2077288,"61170"
"577",6370,"Monterey Park",-118.1228476,34.0625106,"61085"
"578",3671,"Vineland",-75.0259637,39.4863773,"61050"
"579",3892,"Terre Haute",-87.4139092,39.4667034,"61025"
"580",9665,"North Miami",-80.1867138,25.8900949,"61007"
"581",6378,"Mansfield",-97.1416768,32.5631924,"60872"
"582",2958,"West Allis",-88.0070315,43.0166806,"60697"
"583",2663,"Bristol",-72.9492703,41.6717648,"60568"
"584",3764,"Taylorsville",-111.9388258,40.6677248,"60519"
"585",2936,"Malden",-71.066163,42.4250964,"60509"
"586",2815,"Meriden",-72.8070435,41.5381535,"60456"
"587",2722,"Blaine",-93.2349489,45.1607987,"60407"
"588",9270,"Wellington",-80.2683571,26.6617635,"60202"
"589",3872,"Cupertino",-122.0321823,37.3229978,"60189"
"590",2138,"Springfield",-123.0220289,44.0462362,"60177"
"591",4154,"Rogers",-94.1185366,36.3320196,"60112"
"592",2675,"St. Clair Shores",-82.8963604,42.4974085,"60070"
"593",5154,"Gardena",-118.3089624,33.8883487,"59957"
"594",2614,"Pontiac",-83.2910468,42.6389216,"59887"
"595",4949,"National City",-117.0991967,32.6781085,"59834"
"596",3671,"Grand Junction",-108.5506486,39.0638705,"59778"
"597",4873,"Rocklin",-121.2357828,38.7907339,"59738"
"598",4494,"Chapel Hill",-79.0558445,35.9131996,"59635"
"599",2109,"Casper",-106.313081,42.866632,"59628"
"600",3159,"Broomfield",-105.0866504,39.9205411,"59471"
"601",3268,"Petaluma",-122.6366524,38.232417,"59440"
"602",3882,"South Jordan",-111.929658,40.5621704,"59366"
"603",3112,"Springfield",-83.8088171,39.9242266,"59357"
"604",1828,"Great Falls",-111.2833449,47.4941836,"59351"
"605",3277,"Lancaster",-76.3055144,40.0378755,"59325"
"606",8438,"North Port",-82.2359254,27.044224,"59212"
"607",1897,"Lakewood",-122.518458,47.1717649,"59097"
"608",4733,"Marietta",-84.5499327,33.952602,"59089"
"609",3419,"San Rafael",-122.5310874,37.9735346,"58994"
"610",3032,"Royal Oak",-83.1446485,42.4894801,"58946"
"611",3057,"Des Plaines",-87.8833991,42.0333623,"58918"
"612",5648,"Huntington Park",-118.2250725,33.9816812,"58879"
"613",5684,"La Mesa",-117.0230839,32.7678287,"58642"
"614",3400,"Orland Park",-87.8539425,41.6303103,"58590"
"615",5495,"Auburn",-85.4807825,32.6098566,"58582"
"616",2698,"Lakeville",-93.24272,44.6496868,"58562"
"617",4805,"Owensboro",-87.1111676,37.7719074,"58416"
"618",5325,"Moore",-97.4867028,35.3395079,"58414"
"619",9270,"Jupiter",-80.0942087,26.9342246,"58298"
"620",2182,"Idaho Falls",-112.0339645,43.4916514,"58292"
"621",3149,"Dubuque",-90.6645718,42.5005583,"58253"
"622",5130,"Bartlett",-89.8739753,35.2045328,"58226"
"623",6223,"Rowlett",-96.56388,32.9029017,"58043"
"624",2489,"Novi",-83.4754913,42.48059,"57960"
"625",2852,"White Plains",-73.7629097,41.0339862,"57866"
"626",5608,"Arcadia",-118.0353449,34.1397292,"57639"
"627",2099,"Redmond",-122.121512,47.6739881,"57530"
"628",5713,"Lake Elsinore",-117.3272615,33.6680772,"57525"
"629",7860,"Ocala",-82.1400923,29.1871986,"57468"
"630",3179,"Tinley Park",-87.7932939,41.5731442,"57282"
"631",7695,"Port Orange",-80.9956105,29.1383165,"57203"
"632",2936,"Medford",-71.1061639,42.4184296,"57170"
"633",3400,"Oak Lawn",-87.7479528,41.719978,"57073"
"634",4657,"Rocky Mount",-77.7905339,35.9382103,"56954"
"635",3127,"Kokomo",-86.1336033,40.486427,"56895"
"636",9630,"Coconut Creek",-80.1789351,26.2517482,"56792"
"637",3673,"Bowie",-76.7791365,39.0067768,"56759"
"638",3400,"Berwyn",-87.7936685,41.8505874,"56758"
"639",5325,"Midwest City",-97.3967019,35.4495065,"56756"
"640",5107,"Fountain Valley",-117.9536697,33.7091847,"56707"
"641",7940,"Buckeye",-112.5837766,33.3703197,"56683"
"642",3000,"Dearborn Heights",-83.2732627,42.3369816,"56620"
"643",4979,"Woodland",-121.7732971,38.6785157,"56590"
"644",3322,"Noblesville",-86.0085955,40.0455917,"56540"
"645",6222,"Valdosta",-83.2784851,30.8327022,"56481"
"646",5541,"Diamond Bar",-117.8103367,34.0286226,"56449"
"647",4142,"Manhattan",-96.5716694,39.1836082,"56143"
"648",5606,"Santee",-116.9739167,32.8383828,"56105"
"649",2804,"Taunton",-71.0897674,41.900101,"56069"
"650",8344,"Sanford",-81.269453,28.8028612,"56002"
"651",3851,"Kettering",-84.1688274,39.6895036,"55870"
"652",3330,"New Brunswick",-74.4518188,40.4862157,"55831"
"653",4974,"Decatur",-86.9833417,34.6059253,"55816"
"654",2571,"Chicopee",-72.6078672,42.1487043,"55717"
"655",3324,"Anderson",-85.6802541,40.1053196,"55670"
"656",9519,"Margate",-80.206436,26.2445263,"55456"
"657",2744,"Weymouth Town",-70.9410356,42.2180724,"55419"
"658",3411,"Hempstead",-73.6187397,40.7062128,"55361"
"659",2176,"Corvallis",-123.2620435,44.5645659,"55298"
"660",5071,"Eastvale",-117.5848025,33.952463,"55191"
"661",5898,"Porterville",-119.0167679,36.06523,"55174"
"662",2996,"West Haven",-72.9469711,41.2705484,"55046"
"663",4547,"Brentwood",-121.6957863,37.931868,"55000"
"664",5394,"Paramount",-118.1597911,33.8894598,"54980"
"665",2231,"Grand Forks",-97.0328547,47.9252568,"54932"
"666",6536,"Georgetown",-97.6779842,30.6332618,"54898"
"667",4035,"St. Peters",-90.6298922,38.7874699,"54842"
"668",2099,"Shoreline",-122.3415178,47.7556531,"54790"
"669",2949,"Mount Prospect",-87.9372908,42.0664167,"54771"
"670",5137,"Hanford",-119.6456844,36.3274502,"54686"
"671",3278,"Normal",-88.9906312,40.5142026,"54664"
"672",5608,"Rosemead",-118.072846,34.0805651,"54561"
"673",2576,"Lehi",-111.8507662,40.3916172,"54382"
"674",2502,"Pocatello",-112.4455344,42.8713032,"54350"
"675",6102,"Highland",-117.2086513,34.1283442,"54291"
"676",3321,"Novato",-122.5697032,38.1074198,"54194"
"677",7150,"Port Arthur",-93.939947,29.8849504,"54135"
"678",2446,"Carson City",-119.7674034,39.1637984,"54080"
"679",7012,"San Marcos",-97.9413941,29.8832749,"54076"
"680",4468,"Hendersonville",-86.6199957,36.3047735,"54068"
"681",3305,"Elyria",-82.1076486,41.3683798,"53956"
"682",2936,"Revere",-71.0119948,42.4084302,"53756"
"683",7342,"Pflugerville",-97.6200043,30.4393696,"53752"
"684",3353,"Greenwood",-86.1066526,39.6136578,"53665"
"685",3504,"Bellevue",-95.9145568,41.1543623,"53663"
"686",2827,"Wheaton",-88.1070127,41.8661403,"53648"
"687",5077,"Smyrna",-84.5143761,33.8839926,"53438"
"688",8392,"Sarasota",-82.5306527,27.3364347,"53326"
"689",3922,"Blue Springs",-94.2816148,39.0169509,"53294"
"690",6102,"Colton",-117.3136547,34.0739016,"53243"
"691",6278,"Euless",-97.0819541,32.8370727,"53224"
"692",2395,"Castle Rock",-104.8560902,39.3722121,"53063"
"693",8764,"Cathedral City",-116.4668036,33.7805388,"52977"
"694",4074,"Kingsport",-82.5618186,36.548434,"52962"
"695",9028,"Lake Havasu City",-114.3224548,34.483901,"52844"
"696",6778,"Pensacola",-87.2169149,30.421309,"52703"
"697",3668,"Hoboken",-74.0323626,40.7439905,"52575"
"698",5161,"Yucaipa",-117.0430865,34.033625,"52536"
"699",2848,"Watsonville",-121.7568946,36.910231,"52477"
"700",2997,"Richland",-119.2844621,46.2856907,"52413"
"701",5542,"Delano",-119.2470536,35.7688425,"52403"
"702",2792,"Hoffman Estates",-88.1227199,42.0629915,"52398"
"703",4494,"Florissant",-90.322614,38.789217,"52363"
"704",6237,"Placentia",-117.8703363,33.8722371,"52206"
"705",3668,"West New York",-74.0143064,40.7878788,"52122"
"706",3862,"Dublin",-121.9357918,37.7021521,"52105"
"707",3400,"Oak Park",-87.7845025,41.8850317,"52066"
"708",2442,"Peabody",-70.9286609,42.5278731,"52044"
"709",3330,"Perth Amboy",-74.2654234,40.5067723,"51982"
"710",2648,"Battle Creek",-85.1797142,42.3211522,"51848"
"711",8554,"Bradenton",-82.5748194,27.4989278,"51763"
"712",4123,"Gilroy",-121.5682751,37.0057816,"51701"
"713",3114,"Milford",-73.064036,41.2306979,"51644"
"714",2176,"Albany",-123.1059282,44.6365107,"51583"
"715",3245,"Ankeny",-93.6001278,41.7317884,"51567"
"716",2924,"La Crosse",-91.2395807,43.8013556,"51522"
"717",4615,"Burlington",-79.4377991,36.0956918,"51510"
"718",6327,"DeSoto",-96.8570738,32.5896998,"51483"
"719",3135,"Harrisonburg",-78.8689155,38.4495688,"51395"
"720",2812,"Minnetonka",-93.4687489,44.9211836,"51368"
"721",3015,"Elkhart",-85.9766671,41.6819935,"51265"
"722",3131,"Lakewood",-81.7981908,41.4819932,"51143"
"723",5541,"Glendora",-117.865339,34.1361187,"51074"
"724",5685,"Southaven",-90.0125913,34.9889818,"50997"
"725",3836,"Charleston",-81.6326234,38.3498195,"50821"
"726",4681,"Joplin",-94.513281,37.0842271,"50789"
"727",4937,"Enid",-97.8783911,36.3955891,"50725"
"728",9270,"Palm Beach Gardens",-80.1386547,26.8233946,"50699"
"729",5074,"Brookhaven",-84.3365917,33.8651033,"50603"
"730",3512,"Plainfield",-74.4073736,40.6337136,"50588"
"731",3350,"Grand Island",-98.3420118,40.9263957,"50550"
"732",9432,"Palm Desert",-116.3744556,33.7222445,"50508"
"733",4623,"Huntersville",-80.8428504,35.410694,"50458"
"734",2415,"Tigard",-122.7714861,45.4312294,"50444"
"735",4015,"Lenexa",-94.7335709,38.9536174,"50344"
"736",2541,"Saginaw",-83.9508068,43.4194699,"50303"
"737",2822,"Kentwood",-85.6447492,42.8694731,"50233"
"738",9925,"Doral",-80.3553302,25.8195424,"50213"
"739",2698,"Apple Valley",-93.21772,44.7319094,"50201"
"740",6096,"Grapevine",-97.0780654,32.9342919,"50195"
"741",4605,"Aliso Viejo",-117.7256083,33.5676842,"50175"
"742",1836,"Sammamish",-122.0355736,47.6162683,"50169"
"743",8036,"Casa Grande",-111.7573521,32.8795022,"50111"
"744",8691,"Pinellas Park",-82.6995443,27.8428025,"49998"
"745",2858,"Troy",-73.6917851,42.7284117,"49974"
"746",4405,"West Sacramento",-121.530234,38.5804609,"49891"
"747",2063,"Burien",-122.3467918,47.4703767,"49858"
"748",2787,"Commerce City",-104.9338675,39.8083196,"49799"
"749",5882,"Monroe",-92.1193012,32.5093109,"49761"
"750",5515,"Cerritos",-118.0647871,33.8583483,"49707"
"751",2827,"Downers Grove",-88.0111746,41.8089191,"49670"
"752",9797,"Coral Gables",-80.2683838,25.72149,"49631"
"753",5007,"Wilson",-77.9155395,35.7212689,"49628"
"754",2466,"Niagara Falls",-79.0377388,43.0962143,"49468"
"755",4324,"Poway",-117.0358646,32.9628232,"49417"
"756",2831,"Edina",-93.3499489,44.8896866,"49376"
"757",3222,"Cuyahoga Falls",-81.4845585,41.1339449,"49267"
"758",4942,"Rancho Santa Margarita",-117.603104,33.640855,"49228"
"759",3163,"Harrisburg",-76.8867008,40.2731911,"49188"
"760",3979,"Huntington",-82.445154,38.4192496,"49177"
"761",5515,"La Mirada",-118.0120086,33.9172357,"49133"
"762",5515,"Cypress",-118.0372852,33.8169599,"49087"
"763",3258,"Caldwell",-116.6873596,43.6629384,"48957"
"764",2333,"Logan",-111.8338359,41.7369803,"48913"
"765",7342,"Galveston",-94.7976958,29.3013479,"48733"
"766",2531,"Sheboygan",-87.71453,43.7508284,"48725"
"767",3387,"Middletown",-84.3982763,39.5150576,"48630"
"768",3327,"Murray",-111.8879909,40.6668916,"48612"
"769",4953,"Roswell",-104.5230242,33.3942655,"48611"
"770",2371,"Parker",-104.7613633,39.5186002,"48608"
"771",6278,"Bedford",-97.1430671,32.844017,"48592"
"772",2766,"East Lansing",-84.4838654,42.7369792,"48554"
"773",2842,"Methuen",-71.1908924,42.7262016,"48514"
"774",5541,"Covina",-117.8903397,34.0900091,"48508"
"775",6584,"Alexandria",-92.4451371,31.3112936,"48426"
"776",1688,"Olympia",-122.9006951,47.0378741,"48338"
"777",3356,"Euclid",-81.5267873,41.5931049,"48139"
"778",2983,"Mishawaka",-86.1586156,41.6619927,"47989"
"779",4347,"Salina",-97.6114237,38.8402805,"47846"
"780",5541,"Azusa",-117.9075627,34.1336186,"47842"
"781",2982,"Newark",-82.4012642,40.0581205,"47777"
"782",4197,"Chesterfield",-90.5770675,38.6631083,"47749"
"783",3315,"Leesburg",-77.5636015,39.1156615,"47673"
"784",5074,"Dunwoody",-84.3346473,33.9462125,"47591"
"785",6266,"Hattiesburg",-89.2903392,31.3271189,"47556"
"786",2675,"Roseville",-82.9371409,42.4972583,"47555"
"787",9148,"Bonita Springs",-81.7786972,26.339806,"47547"
"788",2824,"Portage",-85.5800022,42.2011538,"47523"
"789",2686,"St. Louis Park",-93.3702186,44.9597376,"47411"
"790",4956,"Collierville",-89.6645266,35.042036,"47333"
"791",3032,"Middletown",-72.6506488,41.5623209,"47333"
"792",4784,"Stillwater",-97.0583681,36.1156071,"47186"
"793",2961,"East Providence",-71.3700545,41.8137116,"47149"
"794",3184,"Lawrence",-86.0252612,39.8386516,"47135"
"795",2873,"Wauwatosa",-88.0075875,43.0494572,"47134"
"796",2836,"Mentor",-81.339552,41.6661573,"46979"
"797",5259,"Ceres",-120.9577098,37.5949316,"46714"
"798",6327,"Cedar Hill",-96.9561152,32.5884689,"46663"
"799",2817,"Mansfield",-82.5154471,40.75839,"46454"
"800",2239,"Binghamton",-75.9179738,42.0986867,"46444"
"801",2100,"Coeur d'Alene",-116.7804664,47.6776832,"46402"
"802",3399,"San Luis Obispo",-120.6596156,35.2827524,"46377"
"803",2182,"Minot",-101.2922906,48.2329668,"46321"
"804",9043,"Palm Springs",-116.5452921,33.8302961,"46281"
"805",5558,"Pine Bluff",-92.0031955,34.2284312,"46094"
"806",7861,"Texas City",-94.9027002,29.383845,"46081"
"807",5780,"Summerville",-80.1756481,33.0185039,"46074"
"808",2756,"Twin Falls",-114.4608711,42.5629668,"45981"
"809",4298,"Jeffersonville",-85.7371847,38.2775702,"45929"
"810",5416,"San Jacinto",-116.958635,33.7839084,"45851"
"811",5313,"Madison",-86.7483318,34.6992579,"45799"
"812",2629,"Altoona",-78.3947359,40.5186809,"45796"
"813",3623,"Columbus",-85.9213796,39.2014404,"45775"
"814",3851,"Beavercreek",-84.0632685,39.7092262,"45712"
"815",8539,"Apopka",-81.5322149,28.6934076,"45587"
"816",3057,"Elmhurst",-87.9403418,41.8994744,"45556"
"817",7910,"Maricopa",-112.0476423,33.0581063,"45508"
"818",3225,"Farmington",-108.2186856,36.7280583,"45426"
"819",3131,"Glenview",-87.7878408,42.0697509,"45417"
"820",3356,"Cleveland Heights",-81.556235,41.5200518,"45394"
"821",3882,"Draper",-111.8638226,40.5246711,"45285"
"822",4440,"Lincoln",-121.2930079,38.891565,"45237"
"823",5270,"Sierra Vista",-110.2772856,31.5455001,"45129"
"824",1688,"Lacey",-122.8231915,47.0342629,"44919"
"825",6914,"Biloxi",-88.8853078,30.3960318,"44820"
"826",3131,"Strongsville",-81.83569,41.3144966,"44730"
"827",2568,"Barnstable Town",-70.3002024,41.7003208,"44641"
"828",6223,"Wylie",-96.5388789,33.0151201,"44575"
"829",3330,"Sayreville",-74.360846,40.4594021,"44412"
"830",4816,"Kannapolis",-80.6217341,35.4873613,"44359"
"831",3567,"Charlottesville",-78.4766781,38.0293059,"44349"
"832",2627,"Littleton",-105.0166498,39.613321,"44275"
"833",8419,"Titusville",-80.8075537,28.6122187,"44206"
"834",3623,"Hackensack",-74.0434736,40.8859325,"44113"
"835",3725,"Newark",-122.0402399,37.5296593,"44096"
"836",2030,"Pittsfield",-73.2453824,42.4500845,"44057"
"837",3497,"York",-76.727745,39.9625984,"43935"
"838",2827,"Lombard",-88.0078435,41.8800296,"43907"
"839",2537,"Attleboro",-71.2856082,41.9445441,"43886"
"840",2944,"DeKalb",-88.7503647,41.9294736,"43849"
"841",2857,"Blacksburg",-80.4139393,37.2295733,"43609"
"842",3274,"Dublin",-83.1140771,40.0992294,"43607"
"843",6349,"Haltom City",-97.2691817,32.7995738,"43580"
"844",3240,"Lompoc",-120.4579409,34.6391501,"43509"
"845",8754,"El Centro",-115.5630514,32.792,"43363"
"846",3711,"Danville",-121.9999606,37.8215929,"43341"
"847",4049,"Jefferson City",-92.1735164,38.5767017,"43330"
"848",8634,"Cutler Bay",-80.3468593,25.5808323,"43328"
"849",9529,"Oakland Park",-80.1319893,26.1723065,"43286"
"850",9671,"North Miami Beach",-80.1625463,25.9331488,"43250"
"851",3010,"Freeport",-73.5831835,40.6576022,"43167"
"852",3605,"Moline",-90.5151342,41.5067003,"43116"
"853",9432,"Coachella",-116.173894,33.6803003,"43092"
"854",8493,"Fort Pierce",-80.3256056,27.4467056,"43074"
"855",4202,"Smyrna",-86.5186045,35.9828412,"43060"
"856",3137,"Bountiful",-111.880771,40.8893895,"43023"
"857",2416,"Fond du Lac",-88.4470508,43.7730448,"42970"
"858",2936,"Everett",-71.0536625,42.40843,"42935"
"859",4351,"Danville",-79.3950228,36.5859718,"42907"
"860",6216,"Keller",-97.229298,32.9341893,"42907"
"861",4456,"Belleville",-89.9839935,38.5200504,"42895"
"862",6370,"Bell Gardens",-118.1514588,33.9652918,"42889"
"863",4426,"Cleveland",-84.8766115,35.1595182,"42774"
"864",9519,"North Lauderdale",-80.2258811,26.217305,"42757"
"865",3698,"Fairfield",-84.5603187,39.3454673,"42635"
"866",2605,"Salem",-70.8967155,42.51954,"42544"
"867",4604,"Rancho Palos Verdes",-118.3870173,33.7444613,"42448"
"868",3098,"San Bruno",-122.4110835,37.6304904,"42443"
"869",2296,"Concord",-71.5375718,43.2081366,"42419"
"870",2389,"Burlington",-73.212072,44.4758825,"42284"
"871",4636,"Apex",-78.8502856,35.732652,"42214"
"872",2632,"Midland",-84.2472116,43.6155825,"42181"
"873",8539,"Altamonte Springs",-81.3656242,28.6611089,"42150"
"874",4013,"Hutchinson",-97.9297743,38.0608445,"41889"
"875",2949,"Buffalo Grove",-87.9631308,42.1662831,"41778"
"876",3466,"Urbandale",-93.7121656,41.6266555,"41776"
"877",2858,"State College",-77.8600012,40.7933949,"41757"
"878",3452,"Urbana",-88.2072697,40.1105875,"41752"
"879",3167,"Plainfield",-88.2120315,41.632223,"41734"
"880",3780,"Manassas",-77.4752667,38.7509488,"41705"
"881",2792,"Bartlett",-88.1856301,41.9950276,"41679"
"882",3735,"Kearny",-74.1454214,40.7684342,"41664"
"883",7176,"Oro Valley",-110.966488,32.3909071,"41627"
"884",3278,"Findlay",-83.6499321,41.04422,"41512"
"885",3574,"Rohnert Park",-122.7010984,38.3396367,"41398"
"886",2571,"Westfield",-72.749538,42.1250929,"41301"
"887",3299,"Linden",-74.2445902,40.6220478,"41301"
"888",5177,"Sumter",-80.3414693,33.9204354,"41190"
"889",2694,"Wilkes-Barre",-75.8813075,41.2459149,"41108"
"890",2663,"Woonsocket",-71.5147839,42.0028761,"41026"
"891",2668,"Leominster",-71.759794,42.5250906,"41002"
"892",3114,"Shelton",-73.0931641,41.3164856,"40999"
"893",6237,"Brea",-117.9000604,33.9166805,"40963"
"894",3653,"Covington",-84.5085536,39.0836712,"40956"
"895",6223,"Rockwall",-96.4597089,32.9312336,"40922"
"896",5586,"Meridian",-88.703656,32.3643098,"40921"
"897",3882,"Riverton",-111.9391023,40.521893,"40921"
"898",8013,"St. Cloud",-81.2811801,28.2489016,"40918"
"899",3787,"Quincy",-91.4098726,39.9356016,"40915"
"900",4123,"Morgan Hill",-121.6543901,37.1305012,"40836"
"901",2511,"Warren",-80.8184166,41.2375569,"40768"
"902",1681,"Edmonds",-122.3773552,47.8106521,"40727"
"903",5923,"Burleson",-97.3208492,32.5420821,"40714"
"904",2406,"Beverly",-70.880049,42.5584283,"40664"
"905",2677,"Mankato",-93.9993996,44.1635775,"40641"
"906",3429,"Hagerstown",-77.7199932,39.6417629,"40612"
"907",3265,"Prescott",-112.4685025,34.5400242,"40590"
"908",3641,"Campbell",-121.9499568,37.2871651,"40584"
"909",2988,"Cedar Falls",-92.4453161,42.5348993,"40566"
"910",5161,"Beaumont",-116.977248,33.9294606,"40481"
"911",6370,"La Puente",-117.9495083,34.0200114,"40435"
